SequÍncia;Data Fato;Hora Fato;Grupo Fato;Tipo Enquadramento;Tipo Fato;Municipio Fato;Local Fato;Bairro;Quantidade VÌtimas;Idade VÌtima;Sexo VÌtima;Cor VÌtima
122521;24/02/2024;18:00:00;CRIMES;ESTUPRO;Consumado;CAMPO BOM;RESIDENCIA;H;1;14;Feminino;Branca
123061;24/02/2024;22:50:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Farroupilha;1;47;Feminino;Preta
123480;25/02/2024;04:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Cavalhada;1;17;Feminino;Branca
124654;25/02/2024;19:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Ipanema;1;51;Feminino;Preta
125193;26/02/2024;00:01:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Restinga;1;57;Feminino;Branca
125211;26/02/2024;00:10:00;CRIMES;ESTUPRO;Consumado;TRIUNFO;RESIDENCIA;Vila Olaria;1;21;Feminino;Branca
125898;26/02/2024;10:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Sarandi;1;51;Feminino;Branca
127335;26/02/2024;19:30:00;CRIMES;ESTUPRO;Consumado;SAO LEOPOLDO;RESIDENCIA;Arroio da Manteiga;1;17;Feminino;Branca
127402;26/02/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PELOTAS;RESIDENCIA;Fragata;1;25;Feminino;Branca
127563;26/02/2024;21:48:00;CRIMES;ESTUPRO;Consumado;VIAMAO;RESIDENCIA;Jardim Krahe;1;61;Feminino;Branca
127925;27/02/2024;07:00:00;CRIMES;ESTUPRO;Consumado;BUTIA;VIA PUBLICA;Cidade Alta;1;59;Feminino;Branca
128499;27/02/2024;11:00:00;CRIMES;ESTUPRO;Consumado;CANOAS;OUTROS;Igara;1;48;Feminino;Branca
130055;28/02/2024;00:01:00;CRIMES;ESTUPRO;Consumado;CACHOEIRINHA;RESIDENCIA;Vila Cachoeirinha;1;24;Feminino;Parda
130239;28/02/2024;06:00:00;CRIMES;ESTUPRO;Consumado;AUGUSTO PESTANA;OUTROS;interior;1;42;Feminino;Parda
132123;28/02/2024;20:00:00;CRIMES;ESTUPRO;Consumado;BENTO GONCALVES;RESIDENCIA;Centro;1;42;Feminino;Branca
132385;28/02/2024;22:20:00;CRIMES;ESTUPRO;Consumado;BENTO GONCALVES;VIA PUBLICA;;1;41;Feminino;Branca
132612;29/02/2024;02:30:00;CRIMES;ESTUPRO;Consumado;ESTRELA VELHA;RESIDENCIA;CENTRO;1;50;Feminino;Branca
133446;29/02/2024;11:45:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;OUTROS;GalÛpolis;1;19;Feminino;Branca
135233;01/03/2024;06:00:00;CRIMES;ESTUPRO;Consumado;JULIO DE CASTILHOS;RESIDENCIA;;1;44;Feminino;Branca
135879;01/03/2024;10:00:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;RESIDENCIA;ItararÈ;1;14;Feminino;Branca
136779;01/03/2024;15:00:00;CRIMES;ESTUPRO;Consumado;TRES PASSOS;RESIDENCIA;;1;15;Feminino;Branca
137582;01/03/2024;20:30:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Lageado;1;54;Feminino;Branca
137857;01/03/2024;23:00:00;CRIMES;ESTUPRO;Consumado;CAPAO DA CANOA;RESIDENCIA;Santa Luzia;1;69;Feminino;Branca
137982;02/03/2024;00:30:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;VIA PUBLICA;Cerrito;1;20;Feminino;Branca
139135;02/03/2024;15:00:00;CRIMES;ESTUPRO;Consumado;SAO PEDRO DO SUL;OUTROS;;1;40;Masculino;Parda
140549;03/03/2024;07:30:00;CRIMES;ESTUPRO;Consumado;PALMITINHO;RESIDENCIA;BAIRRO SANTO INACIO;1;36;Feminino;Branca
140793;03/03/2024;10:30:00;CRIMES;ESTUPRO;Consumado;PLANALTO;RESIDENCIA;;1;59;Feminino;Branca
140824;03/03/2024;11:00:00;CRIMES;ESTUPRO;Consumado;VIAMAO;RESIDENCIA;CecÌlia;1;26;Feminino;Preta
141735;03/03/2024;20:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Rubem Berta;1;19;Feminino;Branca
142785;04/03/2024;10:00:00;CRIMES;ESTUPRO;Consumado;QUARAI;RESIDENCIA;JosÈ Carlos Soriano;1;54;Feminino;Branca
143405;04/03/2024;14:00:00;CRIMES;ESTUPRO;Consumado;NOVA SANTA RITA;RESIDENCIA;PEDREIRA;1;19;Feminino;Branca
143837;04/03/2024;17:00:00;CRIMES;ESTUPRO;Consumado;SANTO AUGUSTO;RESIDENCIA;Get˙lio Vargas;1;24;Feminino;Branca
144802;05/03/2024;08:30:00;CRIMES;ESTUPRO;Consumado;NOVA HARTZ;RESIDENCIA;CAMPO VICENTE;1;49;Feminino;Preta
145635;05/03/2024;13:40:00;CRIMES;ESTUPRO;Consumado;PASSO FUNDO;RESIDENCIA;S„o Luiz Gonzaga;1;40;Feminino;Preta
146552;05/03/2024;19:50:00;CRIMES;ESTUPRO;Consumado;PAROBE;HOSPITAIS/CLINICAS;;1;21;Feminino;Branca
146955;06/03/2024;02:00:00;CRIMES;ESTUPRO;Consumado;ENCANTADO;RESIDENCIA;Navegantes;0;;;
147180;06/03/2024;08:00:00;CRIMES;ESTUPRO;Consumado;CAPAO DO LEAO;VIA PUBLICA;Jardim AmÈrica;1;15;Feminino;Branca
148777;06/03/2024;18:36:00;CRIMES;ESTUPRO;Consumado;CAPAO DA CANOA;RESIDENCIA;;1;65;Feminino;Branca
148954;06/03/2024;20:00:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;RESIDENCIA;Bela Vista;1;15;Feminino;Branca
149223;06/03/2024;23:25:00;CRIMES;ESTUPRO;Consumado;ROSARIO DO SUL;RESIDENCIA;Progresso;1;21;Feminino;Branca
149382;07/03/2024;03:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Cascata;1;25;Feminino;Branca
150409;07/03/2024;13:30:00;CRIMES;ESTUPRO;Consumado;CIDREIRA;RESIDENCIA;CIDREIRA;1;17;Feminino;Branca
151697;07/03/2024;23:00:00;CRIMES;ESTUPRO;Consumado;CANELA;OUTROS;Vila LuÌza;1;18;Masculino;Preta
153119;08/03/2024;15:30:00;CRIMES;ESTUPRO;Consumado;VALE REAL;RESIDENCIA;Recosta;1;59;Feminino;Branca
153193;08/03/2024;16:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Navegantes;1;45;Feminino;Preta
153321;08/03/2024;17:00:00;CRIMES;ESTUPRO;Consumado;PELOTAS;RESIDENCIA;Py Crespo;1;19;Feminino;Parda
154012;09/03/2024;00:28:00;CRIMES;ESTUPRO;Consumado;SAO PAULO DAS MISSOES;RESIDENCIA;;1;14;Feminino;Parda
154201;09/03/2024;04:00:00;CRIMES;ESTUPRO;Consumado;ERECHIM;RESIDENCIA;F·tima;1;16;Feminino;Branca
154246;09/03/2024;05:00:00;CRIMES;ESTUPRO;Consumado;TUPANCIRETA;RESIDENCIA;;1;47;Feminino;Branca
155155;09/03/2024;16:00:00;CRIMES;ESTUPRO;Consumado;PALMEIRA DAS MISSOES;VIA PUBLICA;;1;15;Feminino;Branca
155237;09/03/2024;17:00:00;CRIMES;ESTUPRO;Consumado;VENANCIO AIRES;RESIDENCIA;Coronel Brito;1;29;Feminino;Branca
155419;09/03/2024;18:30:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Lomba do Pinheiro;1;72;Feminino;Branca
156266;10/03/2024;03:00:00;CRIMES;ESTUPRO;Consumado;BENTO GONCALVES;VIA PUBLICA;Borgo;1;23;Feminino;Parda
156326;10/03/2024;03:40:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Vila Nova;1;18;Masculino;Branca
156467;10/03/2024;06:30:00;CRIMES;ESTUPRO;Consumado;VIAMAO;RESIDENCIA;CecÌlia;2;23;Feminino;Preta
156934;10/03/2024;12:00:00;CRIMES;ESTUPRO;Consumado;ALVORADA;RESIDENCIA;Jardim Algarve;1;16;Feminino;Preta
161368;12/03/2024;09:30:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;RESIDENCIA;Desvio Rizzo;1;25;Feminino;Sem informaÁ„o
161884;12/03/2024;12:30:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;VIA PUBLICA;Prq dos Anjos;1;19;Feminino;Branca
162929;12/03/2024;20:00:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;OUTROS;Vila Morada Ga˙cha;1;23;Feminino;Branca
163446;13/03/2024;04:00:00;CRIMES;ESTUPRO;Consumado;CANOAS;RESIDENCIA;Centro;1;28;Feminino;Branca
164028;13/03/2024;10:30:00;CRIMES;ESTUPRO;Consumado;CANOAS;HOSPITAIS/CLINICAS;S„o JosÈ;1;26;Feminino;Sem informaÁ„o
164301;13/03/2024;12:22:00;CRIMES;ESTUPRO;Consumado;GUAIBA;OUTROS;Parque 35;1;32;Masculino;Parda
164556;13/03/2024;14:00:00;CRIMES;ESTUPRO;Consumado;VIAMAO;VIA PUBLICA;Lomba do Pinheiro;2;28;Feminino;Branca
165908;14/03/2024;07:00:00;CRIMES;ESTUPRO;Consumado;PAROBE;OUTROS;.;1;15;Feminino;Branca
166159;14/03/2024;09:00:00;CRIMES;ESTUPRO;Consumado;NONOAI;OUTROS;;1;29;Feminino;Sem informaÁ„o
168636;15/03/2024;08:30:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;RESIDENCIA;Santa Cruz;1;25;Feminino;Branca
168730;15/03/2024;09:00:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;RESIDENCIA;S„o Luiz;1;21;Feminino;Branca
168915;15/03/2024;10:00:00;CRIMES;ESTUPRO;Consumado;ROLANTE;RESIDENCIA;Morro da Figueira;1;71;Feminino;Branca
170861;16/03/2024;01:00:00;CRIMES;ESTUPRO;Consumado;PASSO FUNDO;RESIDENCIA;Vila Donaria;1;21;Feminino;Branca
171071;16/03/2024;04:20:00;CRIMES;ESTUPRO;Consumado;DOIS IRMAOS;RESIDENCIA;Parque Sao Joao;1;22;Feminino;Branca
171177;16/03/2024;07:40:00;CRIMES;ESTUPRO;Consumado;CANELA;RESIDENCIA;S„o JosÈ;1;15;Feminino;Branca
171198;16/03/2024;08:00:00;CRIMES;ESTUPRO;Consumado;SANTA VITORIA DO PALMAR;RESIDENCIA;ESPINILHO ALVORADA;1;12;Feminino;Parda
172130;16/03/2024;17:00:00;CRIMES;ESTUPRO;Consumado;SANTO CRISTO;RESIDENCIA;;1;17;Feminino;Branca
172902;17/03/2024;01:00:00;CRIMES;ESTUPRO;Consumado;REDENTORA;OUTROS;AREA INDIGENA;1;20;Feminino;IndÌgena
172926;17/03/2024;01:00:00;CRIMES;ESTUPRO;Consumado;CACAPAVA DO SUL;RESIDENCIA;;1;28;Masculino;Parda
173158;17/03/2024;05:00:00;CRIMES;ESTUPRO;Consumado;CAMPO BOM;VIA PUBLICA;;1;17;Feminino;Branca
173468;17/03/2024;10:49:00;CRIMES;ESTUPRO;Consumado;IGREJINHA;RESIDENCIA;Figueira;1;31;Feminino;Branca
173662;17/03/2024;13:26:00;CRIMES;ESTUPRO;Consumado;PASSO FUNDO;RESIDENCIA;Vila Santa Maria;1;16;Feminino;Branca
173815;17/03/2024;15:00:00;CRIMES;ESTUPRO;Consumado;GARIBALDI;RESIDENCIA;CHACARAS;1;20;Feminino;Parda
174011;17/03/2024;17:00:00;CRIMES;ESTUPRO;Consumado;SAO JOSE DOS AUSENTES;RESIDENCIA;;1;25;Feminino;Branca
174048;17/03/2024;17:26:00;CRIMES;ESTUPRO;Consumado;SAO LOURENCO DO SUL;VIA PUBLICA;;1;40;Feminino;Preta
174713;17/03/2024;22:30:00;CRIMES;ESTUPRO;Consumado;GARIBALDI;RESIDENCIA;Sta Teresinha;1;72;Feminino;Branca
174938;18/03/2024;02:40:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Lomba do Pinheiro;1;28;Feminino;Parda
174946;18/03/2024;02:55:00;CRIMES;ESTUPRO;Consumado;SANTA ROSA;ESTABELECIMENTO COMERCIAL;INTERIOR;1;18;Feminino;Branca
175226;18/03/2024;08:00:00;CRIMES;ESTUPRO;Consumado;NONOAI;RESIDENCIA;Oper·rio;1;14;Feminino;Branca
179050;19/03/2024;17:00:00;CRIMES;ESTUPRO;Consumado;ESTEIO;RESIDENCIA;Primavera;1;15;Feminino;Branca
179066;19/03/2024;17:00:00;CRIMES;ESTUPRO;Consumado;SAO FRANCISCO DE PAULA;VIA PUBLICA;Centro;1;15;Feminino;Branca
179715;19/03/2024;23:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim Dona Leopoldina;1;20;Feminino;Branca
179962;20/03/2024;04:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Sarandi;1;38;Feminino;Parda
181446;20/03/2024;16:15:00;CRIMES;ESTUPRO;Consumado;CHIAPETTA;OUTROS;centro;1;55;Feminino;Branca
181809;20/03/2024;19:00:00;CRIMES;ESTUPRO;Consumado;NOVA PRATA;RESIDENCIA;Centro;1;14;Feminino;Branca
181967;20/03/2024;20:00:00;CRIMES;ESTUPRO;Consumado;GUAIBA;RESIDENCIA;pedras brancas;2;16;Masculino;Branca
183284;21/03/2024;13:30:00;CRIMES;ESTUPRO;Consumado;URUGUAIANA;RESIDENCIA;Vila Julia;1;27;Feminino;Branca
184166;21/03/2024;20:30:00;CRIMES;ESTUPRO;Consumado;DERRUBADAS;RESIDENCIA;Centro;1;41;Feminino;Branca
184310;21/03/2024;22:30:00;CRIMES;ESTUPRO;Consumado;TAQUARA;RESIDENCIA;Empresa;1;34;Feminino;Preta
185305;22/03/2024;12:00:00;CRIMES;ESTUPRO;Consumado;SANTA ROSA;RESIDENCIA;Figueira;1;18;Feminino;Branca
186598;22/03/2024;22:20:00;CRIMES;ESTUPRO;Consumado;JULIO DE CASTILHOS;RESIDENCIA;;1;51;Feminino;Branca
187961;23/03/2024;15:30:00;CRIMES;ESTUPRO;Consumado;PORTAO;RESIDENCIA;Rinc„o do Castilho;1;34;Feminino;Branca
188938;24/03/2024;00:30:00;CRIMES;ESTUPRO;Consumado;URUGUAIANA;RESIDENCIA;Centro;2;42;Feminino;Branca
189173;24/03/2024;04:00:00;CRIMES;ESTUPRO;Consumado;ERECHIM;VIA PUBLICA;Copas Verdes;1;27;Feminino;Branca
189690;24/03/2024;13:30:00;CRIMES;ESTUPRO;Consumado;CAPAO BONITO DO SUL;OUTROS;;1;14;Feminino;Branca
190161;24/03/2024;18:00:00;CRIMES;ESTUPRO;Consumado;CAMPO BOM;RESIDENCIA;.;1;17;Masculino;Parda
190518;24/03/2024;20:30:00;CRIMES;ESTUPRO;Consumado;BAGE;VIA PUBLICA;Get˙lio Vargas;1;29;Feminino;Preta
190693;24/03/2024;22:00:00;CRIMES;ESTUPRO;Consumado;IJUI;VIA PUBLICA;Pindorama;1;24;Feminino;Branca
190772;24/03/2024;23:00:00;CRIMES;ESTUPRO;Consumado;ALVORADA;RESIDENCIA;Jardim Algarve;1;35;Feminino;Branca
193063;25/03/2024;20:00:00;CRIMES;ESTUPRO;Consumado;CARAZINHO;RESIDENCIA;S√O SEBASTI√O;1;76;Masculino;Sem informaÁ„o
193325;25/03/2024;22:35:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim Sabar·;1;24;Feminino;Branca
193453;26/03/2024;01:00:00;CRIMES;ESTUPRO;Consumado;URUGUAIANA;VIA PUBLICA;S„o Jo„o;1;25;Feminino;Branca
193766;26/03/2024;08:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;M·rio Quintana;1;19;Feminino;Branca
194968;26/03/2024;16:00:00;CRIMES;ESTUPRO;Consumado;PARAI;OUTROS;interior;1;41;Feminino;Branca
195694;26/03/2024;22:30:00;CRIMES;ESTUPRO;Consumado;SANTA BARBARA DO SUL;OUTROS;;1;22;Feminino;Parda
195700;26/03/2024;22:30:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;Humait·;1;35;Feminino;Preta
195868;27/03/2024;02:00:00;CRIMES;ESTUPRO;Consumado;ESTEIO;RESIDENCIA;Jardim Planalto;1;53;Feminino;Branca
197536;27/03/2024;17:10:00;CRIMES;ESTUPRO;Consumado;CAPAO BONITO DO SUL;OUTROS;;1;14;Feminino;Branca
197957;27/03/2024;20:30:00;CRIMES;ESTUPRO;Consumado;CERRITO;RESIDENCIA;Centro;1;37;Feminino;Branca
198678;28/03/2024;08:30:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Lami;1;14;Feminino;Branca
199094;28/03/2024;11:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Santa Tereza;2;36;Feminino;Sem informaÁ„o
200701;29/03/2024;00:01:00;CRIMES;ESTUPRO;Consumado;TENENTE PORTELA;OUTROS;;1;29;Feminino;Branca
200831;29/03/2024;02:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim Sabar·;1;35;Feminino;Branca
200921;29/03/2024;04:00:00;CRIMES;ESTUPRO;Consumado;ALVORADA;RESIDENCIA;Maria Regina;1;16;Feminino;Branca
204386;30/03/2024;23:59:00;CRIMES;ESTUPRO;Consumado;PELOTAS;RESIDENCIA;Vila Princesa;1;16;Feminino;Branca
204553;31/03/2024;02:00:00;CRIMES;ESTUPRO;Consumado;PELOTAS;ESTABELECIMENTO COMERCIAL;S„o GonÁalo;1;25;Feminino;Branca
204676;31/03/2024;04:00:00;CRIMES;ESTUPRO;Consumado;PALMEIRA DAS MISSOES;RESIDENCIA;LUTZ;1;28;Feminino;Branca
205127;31/03/2024;12:00:00;CRIMES;ESTUPRO;Consumado;PAROBE;OUTROS;centro;0;;;
205141;31/03/2024;12:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;ChapÈu Do Sol;1;42;Feminino;Branca
205791;31/03/2024;19:00:00;CRIMES;ESTUPRO;Consumado;FAXINAL DO SOTURNO;RESIDENCIA;Interior;1;56;Feminino;Sem informaÁ„o
206310;31/03/2024;23:40:00;CRIMES;ESTUPRO;Consumado;TAQUARI;RESIDENCIA;Parque do meio;4;18;Masculino;Sem informaÁ„o
206838;01/04/2024;08:00:00;CRIMES;ESTUPRO;Consumado;NOVO HAMBURGO;RESIDENCIA;S„o JosÈ;1;77;Feminino;Branca
206875;01/04/2024;08:15:00;CRIMES;ESTUPRO;Consumado;NAO-ME-TOQUE;RESIDENCIA;Boa vista;1;41;Feminino;Branca
207253;01/04/2024;10:00:00;CRIMES;ESTUPRO;Consumado;CRUZ ALTA;RESIDENCIA;Jardim America;1;35;Feminino;Branca
207808;01/04/2024;13:30:00;CRIMES;ESTUPRO;Consumado;CHARQUEADAS;VIA PUBLICA;Santo AntÙnio;1;15;Feminino;Branca
210372;02/04/2024;14:00:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;OUTROS;Pio X;0;;;
212065;03/04/2024;09:30:00;CRIMES;ESTUPRO;Consumado;ELDORADO DO SUL;OUTROS;Ch·cara;1;23;Feminino;Branca
213909;03/04/2024;22:00:00;CRIMES;ESTUPRO;Consumado;VIAMAO;RESIDENCIA;CecÌlia;1;26;Feminino;Branca
214110;04/04/2024;01:00:00;CRIMES;ESTUPRO;Consumado;QUARAI;OUTROS;;1;42;Feminino;Parda
214191;04/04/2024;04:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim Itu;1;49;Feminino;Branca
215172;04/04/2024;13:00:00;CRIMES;ESTUPRO;Consumado;BENTO GONCALVES;RESIDENCIA;Humait·;1;38;Feminino;Branca
216387;04/04/2024;22:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Coronel Aparicio Borges;2;29;Feminino;Branca
216854;05/04/2024;08:00:00;CRIMES;ESTUPRO;Consumado;ESTEIO;OUTROS;;0;;;
218641;05/04/2024;20:00:00;CRIMES;ESTUPRO;Consumado;SANTA CRUZ DO SUL;OUTROS;Centro;1;48;Feminino;Branca
218867;05/04/2024;22:30:00;CRIMES;ESTUPRO;Consumado;SANTANA DO LIVRAMENTO;RESIDENCIA;Parque S„o JosÈ;1;33;Feminino;Branca
218920;05/04/2024;23:00:00;CRIMES;ESTUPRO;Consumado;TAPES;RESIDENCIA;Centro;1;61;Feminino;Branca
219180;06/04/2024;03:00:00;CRIMES;ESTUPRO;Consumado;CANOAS;OUTROS;S„o JosÈ;1;18;Feminino;Branca
220667;06/04/2024;20:00:00;CRIMES;ESTUPRO;Consumado;RIO GRANDE;VIA PUBLICA;Cidade Nova;1;21;Feminino;Branca
220917;06/04/2024;22:00:00;CRIMES;ESTUPRO;Consumado;CANOAS;RESIDENCIA;S„o LuÌs;1;39;Feminino;Branca
221117;07/04/2024;00:20:00;CRIMES;ESTUPRO;Consumado;SAPUCAIA DO SUL;RESIDENCIA;Centro;1;22;Feminino;Branca
221158;07/04/2024;01:00:00;CRIMES;ESTUPRO;Consumado;VIAMAO;RESIDENCIA;boa vista;1;15;Feminino;Branca
222199;07/04/2024;17:20:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;OUTROS;FAZENDA SOUZA;1;14;Feminino;Parda
222773;07/04/2024;23:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Restinga;1;44;Feminino;Branca
223196;08/04/2024;08:00:00;CRIMES;ESTUPRO;Consumado;RIO GRANDE;RESIDENCIA;Profilurbi II;1;22;Feminino;Parda
224251;08/04/2024;14:40:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim Sabar·;1;47;Feminino;Branca
225389;09/04/2024;00:01:00;CRIMES;ESTUPRO;Consumado;HERVAL;RESIDENCIA;;1;20;Feminino;Branca
225479;09/04/2024;02:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;VIA PUBLICA;COHAB;1;26;Feminino;Preta
225523;09/04/2024;04:00:00;CRIMES;ESTUPRO;Consumado;MONTENEGRO;OUTROS;Bela Vista;1;27;Masculino;Amarela
227547;09/04/2024;20:20:00;CRIMES;ESTUPRO;Consumado;SAO LUIZ GONZAGA;VIA PUBLICA;Centro;1;22;Feminino;Branca
228892;10/04/2024;12:22:00;CRIMES;ESTUPRO;Consumado;GUAIBA;VIA PUBLICA;Centro;1;15;Feminino;Branca
229348;10/04/2024;15:15:00;CRIMES;ESTUPRO;Consumado;CRUZ ALTA;ESTABELECIMENTO COMERCIAL;Centro;0;;;
229797;10/04/2024;18:50:00;CRIMES;ESTUPRO;Consumado;BAGE;OUTROS;Popular;0;;;
230042;10/04/2024;21:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;;1;29;Feminino;Branca
230240;10/04/2024;23:40:00;CRIMES;ESTUPRO;Consumado;SAO SEPE;RESIDENCIA;;1;29;Feminino;Preta
230513;11/04/2024;08:00:00;CRIMES;ESTUPRO;Consumado;RIO GRANDE;RESIDENCIA;Vila Sao Joao;1;14;Feminino;Branca
230784;11/04/2024;10:00:00;CRIMES;ESTUPRO;Consumado;PALMARES DO SUL;RESIDENCIA;;1;17;Feminino;Sem informaÁ„o
232449;12/04/2024;03:00:00;CRIMES;ESTUPRO;Consumado;ESTEIO;RESIDENCIA;Novo Esteio;1;20;Feminino;Branca
233521;12/04/2024;14:45:00;CRIMES;ESTUPRO;Consumado;ROLADOR;OUTROS;Centro;1;15;Feminino;Branca
234484;12/04/2024;22:50:00;CRIMES;ESTUPRO;Consumado;ESTEIO;VIA PUBLICA;Bairro do Parque;1;20;Feminino;Branca
234608;13/04/2024;00:30:00;CRIMES;ESTUPRO;Consumado;SAPUCAIA DO SUL;RESIDENCIA;;1;18;Feminino;Branca
235012;13/04/2024;09:00:00;CRIMES;ESTUPRO;Consumado;PORTAO;RESIDENCIA;S„o Jorge;1;52;Feminino;Branca
235891;13/04/2024;19:00:00;CRIMES;ESTUPRO;Consumado;PASSO FUNDO;RESIDENCIA;Vila Donaria;1;18;Feminino;Parda
236478;14/04/2024;03:00:00;CRIMES;ESTUPRO;Consumado;RIO GRANDE;RESIDENCIA;Vila Mangueira;1;32;Feminino;Branca
237051;14/04/2024;13:50:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;M·rio Quintana;1;29;Masculino;Sem informaÁ„o
237249;14/04/2024;16:00:00;CRIMES;ESTUPRO;Consumado;RIO GRANDE;VIA PUBLICA;Centro;1;23;Feminino;Preta
237424;14/04/2024;18:00:00;CRIMES;ESTUPRO;Consumado;TRIUNFO;VIA PUBLICA;;1;31;Feminino;Amarela
238130;15/04/2024;02:24:00;CRIMES;ESTUPRO;Consumado;SANTA MARIA;VIA PUBLICA;Carolina;1;38;Feminino;Branca
238211;15/04/2024;05:00:00;CRIMES;ESTUPRO;Consumado;TAPES;RESIDENCIA;VILA MARIA;1;20;Feminino;Preta
239967;15/04/2024;18:30:00;CRIMES;ESTUPRO;Consumado;ENTRE IJUIS;OUTROS;;1;14;Feminino;Branca
240243;15/04/2024;20:56:00;CRIMES;ESTUPRO;Consumado;SAO BORJA;RESIDENCIA;;1;47;Feminino;Branca
240391;15/04/2024;23:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;OUTROS;Floresta;1;34;Feminino;Branca
240472;16/04/2024;01:20:00;CRIMES;ESTUPRO;Consumado;NONOAI;VIA PUBLICA;Interior;1;27;Feminino;Branca
241744;16/04/2024;16:00:00;CRIMES;ESTUPRO;Consumado;PASSO FUNDO;OUTROS;Santa Marta;1;23;Masculino;Branca
241859;16/04/2024;17:10:00;CRIMES;ESTUPRO;Consumado;GRAVATAI;RESIDENCIA;Parque Ipiranga;1;18;Feminino;Branca
244729;17/04/2024;23:00:00;CRIMES;ESTUPRO;Consumado;ERECHIM;RESIDENCIA;JosÈ Bonif·cio;1;44;Feminino;Branca
245497;18/04/2024;11:00:00;CRIMES;ESTUPRO;Consumado;NOVA SANTA RITA;OUTROS;BERTO CÕRIO;1;14;Feminino;Branca
246871;18/04/2024;22:00:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;BelÈm Velho;1;37;Feminino;Parda
247252;19/04/2024;06:40:00;CRIMES;ESTUPRO;Consumado;IJUI;ESTABELECIMENTO COMERCIAL;Centro;1;22;Feminino;Parda
247496;19/04/2024;09:00:00;CRIMES;ESTUPRO;Consumado;TUPARENDI;OUTROS;;1;19;Feminino;Branca
247969;19/04/2024;12:10:00;CRIMES;ESTUPRO;Consumado;CAXIAS DO SUL;RESIDENCIA;Santa FÈ;1;16;Feminino;Branca
249316;19/04/2024;22:40:00;CRIMES;ESTUPRO;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;Progresso;1;55;Feminino;Branca
249431;20/04/2024;00:15:00;CRIMES;ESTUPRO;Consumado;MONTENEGRO;RESIDENCIA;Santa Rita;1;24;Feminino;Branca
249615;20/04/2024;03:00:00;CRIMES;ESTUPRO;Consumado;SANTANA DO LIVRAMENTO;RESIDENCIA;Parque S„o JosÈ;1;33;Feminino;Branca
249698;20/04/2024;04:28:00;CRIMES;ESTUPRO;Consumado;PORTO ALEGRE;RESIDENCIA;Farrapos;1;28;Masculino;Branca
