SequÍncia;Data Fato;Hora Fato;Grupo Fato;Tipo Enquadramento;Tipo Fato;Municipio Fato;Local Fato;Bairro;Quantidade VÌtimas;Idade VÌtima;Sexo VÌtima;Cor VÌtima
641387;10/11/2024;04:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Cidade Baixa;1;23;Feminino;Branca
641438;10/11/2024;06:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTANA DO LIVRAMENTO;OUTROS;Jardins;1;38;Feminino;Branca
641683;10/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPIRANGA;VIA PUBLICA;Quatro Colinas;1;28;Feminino;Branca
641745;10/11/2024;11:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;OUTROS;Nossa Senhora Medianeira;1;10;Feminino;Sem informaÁ„o
641854;10/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO JOSE DO OURO;RESIDENCIA;das CanÁıes;0;;;
641896;10/11/2024;12:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Sarandi;1;3;Masculino;Parda
642195;10/11/2024;16:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Vila Nova;1;7;Masculino;Branca
642249;10/11/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;URUGUAIANA;RESIDENCIA;Jo„o Paulo II;1;6;Masculino;Sem informaÁ„o
642364;10/11/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Cristal;1;4;Masculino;Branca
642394;10/11/2024;18:08:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA SANTA RITA;RESIDENCIA;Berto CÌrio;0;;;
642557;10/11/2024;19:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;OUTROS;Aberta dos Morros;1;10;Feminino;Branca
642873;10/11/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PLANALTO;OUTROS;centro;1;13;Feminino;IndÌgena
642991;10/11/2024;23:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Padre Reus;1;13;Feminino;Preta
643126;11/11/2024;01:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;OUTROS;Praia de Belas;1;13;Feminino;Branca
643179;11/11/2024;03:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;VIA PUBLICA;Praia de Belas;1;17;Feminino;Branca
643489;11/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTEIO;OUTROS;;1;14;Feminino;Parda
643490;11/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTEIO;OUTROS;;1;13;Feminino;Branca
643504;11/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;OUTROS;Centro;0;;;
643639;11/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NAO-ME-TOQUE;ETABELECIMENTO ENSINO;;1;13;Masculino;Branca
643665;11/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROSARIO DO SUL;OUTROS;Centro;1;15;Masculino;Parda
644429;11/11/2024;15:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANELA;RESIDENCIA;S„o LuÌs;1;13;Feminino;Branca
644631;11/11/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;RESIDENCIA;Feitoria;1;6;Feminino;Preta
644873;11/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;S„o Jo„o;1;3;Feminino;Branca
644879;11/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TRIUNFO;OUTROS;;2;27;Feminino;Branca
644925;11/11/2024;19:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO GABRIEL;RESIDENCIA;S„o Bento;2;28;Feminino;Branca
645244;12/11/2024;01:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALTO FELIZ;RESIDENCIA;;1;12;Feminino;Parda
645464;12/11/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ITAARA;RESIDENCIA;Itaara;0;;;
645753;12/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BARRA DO GUARITA;RESIDENCIA;Centro;1;13;Feminino;Branca
646742;12/11/2024;17:13:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALEGRETE;OUTROS;Centro;0;;;
647223;12/11/2024;22:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CARLOS BARBOSA;RESIDENCIA;Bela Vista;1;13;Feminino;Branca
647373;13/11/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRA DO SUL;RESIDENCIA;RIO BRANCO;1;13;Feminino;Branca
647418;13/11/2024;05:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LOURENCO DO SUL;HOSPITAIS/CLINICAS;Centro;1;25;Masculino;Preta
647853;13/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO JOSE DO OURO;RESIDENCIA;Oper·rio;1;13;Feminino;Branca
647955;13/11/2024;10:55:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;OUTROS;Restinga;1;16;Feminino;Branca
647966;13/11/2024;11:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;HOSPITAIS/CLINICAS;S„o JosÈ;1;12;Feminino;Branca
648164;13/11/2024;12:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Jardim do Salso;1;12;Masculino;Branca
648438;13/11/2024;14:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;VIA PUBLICA;Lomba do Pinheiro;1;15;Feminino;Branca
648476;13/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;Parque Indio Jari;1;13;Feminino;Branca
648523;13/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IPE;RESIDENCIA;Centro;1;12;Feminino;Parda
649104;13/11/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Parque Itacolomi;1;13;Feminino;Branca
649430;14/11/2024;00:56:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;HOSPITAIS/CLINICAS;Oper·rio;1;19;Masculino;Parda
649755;14/11/2024;08:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO DOMINGOS DO SUL;OUTROS;INTERIOR;1;13;Feminino;Branca
649768;14/11/2024;08:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BOSSOROCA;RESIDENCIA;da Ga˙cha;1;7;Feminino;Branca
649998;14/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANELA;RESIDENCIA;Vila Luiza;1;8;Feminino;Branca
650721;14/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CONSTANTINA;OUTROS;Santa L˙cia;1;11;Feminino;Branca
650834;14/11/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;AMARAL FERRADOR;OUTROS;;1;19;Feminino;Parda
650972;14/11/2024;17:10:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;NiterÛi;2;13;Masculino;Sem informaÁ„o
651070;14/11/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BENTO GONCALVES;RESIDENCIA;S„o Roque;1;8;Masculino;Branca
651570;14/11/2024;23:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRINHA;RESIDENCIA;Vila Imbuhy;1;10;Feminino;Branca
651599;15/11/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;RESIDENCIA;Cidade Nova;1;9;Feminino;Branca
652085;15/11/2024;10:10:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DA CANOA;RESIDENCIA;;1;65;Feminino;Branca
652347;15/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;S„o Vicente;1;12;Masculino;Branca
652348;15/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;;1;6;Masculino;Branca
652764;15/11/2024;18:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANELA;OUTROS;;1;14;Feminino;Parda
653369;16/11/2024;01:34:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPIRANGA;RESIDENCIA;S„o Luiz;1;13;Feminino;Preta
654159;16/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA CRUZ DO SUL;OUTROS;RAUBER;0;;;
654274;16/11/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;OUTROS;Esplanada;0;;;
654278;16/11/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ELDORADO DO SUL;ESTABELECIMENTO COMERCIAL;Centro;1;13;Masculino;Branca
654353;16/11/2024;16:48:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TRAMANDAI;RESIDENCIA;PQ DOS PRESIDENTES;2;13;Feminino;Preta
654368;16/11/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;Canudos;1;6;Feminino;Branca
654574;16/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Mathias Velho;1;11;Feminino;Sem informaÁ„o
654816;16/11/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IVOTI;RESIDENCIA;Jardim do Alto;1;11;Feminino;Branca
655307;17/11/2024;03:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTANA DO LIVRAMENTO;RESIDENCIA;Prado;1;6;Feminino;Branca
655680;17/11/2024;11:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Harmonia;1;8;Feminino;Parda
655732;17/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;OUTROS;Guarani;2;12;Masculino;Parda
655928;17/11/2024;14:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;MATO QUEIMADO;RESIDENCIA;Interior;1;12;Feminino;Branca
655970;17/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GUAIBA;RESIDENCIA;Passo Fundo;1;4;Masculino;Branca
655972;17/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO GABRIEL;RESIDENCIA;Èlbio Vieira Vargas;1;19;Feminino;Branca
655979;17/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRINHA;OUTROS;Vila Monte Carlo;2;11;Masculino;Parda
656085;17/11/2024;16:15:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Tres Vendas;1;5;Masculino;Branca
656193;17/11/2024;17:15:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JOIA;RESIDENCIA;INTERIOR;1;15;Feminino;Branca
656477;17/11/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTRELA;RESIDENCIA;;0;;;
657097;18/11/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;OUTROS;Santos Dumont;1;5;Feminino;Sem informaÁ„o
657239;18/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PLANALTO;OUTROS;Promorar;1;13;Feminino;Branca
657257;18/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;;1;11;Feminino;Branca
657552;18/11/2024;10:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;EspÌrito Santo;1;12;Feminino;Branca
657584;18/11/2024;10:47:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PROTASIO ALVES;RESIDENCIA;;0;;;
657713;18/11/2024;11:45:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANGELO;RESIDENCIA;Menges;1;13;Feminino;Parda
657789;18/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESMERALDA;OUTROS;centro;1;13;Feminino;Branca
657967;18/11/2024;13:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;LIBERATO SALZANO;RESIDENCIA;INTERIOR;1;34;Feminino;Branca
658098;18/11/2024;14:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANTONIO DA PATRULHA;RESIDENCIA;Bom PrincÌpio;2;20;Masculino;Branca
658513;18/11/2024;17:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA PETROPOLIS;OUTROS;Centro;0;;;
658586;18/11/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANTONIO DA PATRULHA;RESIDENCIA;;1;11;Feminino;Branca
658984;18/11/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Harmonia;1;5;Feminino;Branca
659236;19/11/2024;06:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Jardim Algarve;1;48;Feminino;Branca
659237;19/11/2024;06:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO CRISTO;RESIDENCIA;S„o CristÛv„o;1;13;Feminino;Branca
659328;19/11/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO TIRADENTES;OUTROS;;1;11;Feminino;Branca
659657;19/11/2024;10:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CRUZ ALTA;ETABELECIMENTO ENSINO;Schettert;1;30;Feminino;Branca
659812;19/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Morada do Vale II;2;27;Feminino;Branca
659840;19/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GUAIBA;OUTROS;Santa Rita;1;12;Feminino;Parda
660006;19/11/2024;13:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPUCAIA DO SUL;RESIDENCIA;Ipiranga;3;57;Feminino;Branca
660043;19/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BARROS CASSAL;RESIDENCIA;Interior;1;12;Feminino;Branca
660055;19/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;;1;13;Feminino;Branca
660445;19/11/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPUCAIA DO SUL;RESIDENCIA;Vargas;1;13;Feminino;Branca
660809;19/11/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Maria Regina;1;3;Feminino;Branca
661103;20/11/2024;06:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;OUTROS;;1;24;Feminino;Branca
661238;20/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPUCAIA DO SUL;RESIDENCIA;Primor;1;3;Feminino;Branca
661302;20/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DO LEAO;RESIDENCIA;Parque Fragata;1;10;Feminino;Preta
662959;21/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;LAJEADO;RESIDENCIA;S„o Bento;1;7;Feminino;Branca
663035;21/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TRES DE MAIO;RESIDENCIA;;2;39;Feminino;Branca
663098;21/11/2024;10:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PANAMBI;RESIDENCIA;ALVES KLESNER 1;2;12;Feminino;Branca
663422;21/11/2024;13:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;RESIDENCIA;Arroio da Manteiga;1;12;Feminino;Parda
663502;21/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CARAA;RESIDENCIA;Centro;1;13;Feminino;Branca
663585;21/11/2024;14:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;OUTROS;Centro;0;;;
663651;21/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Passo d'Areia;2;13;Feminino;Branca
663664;21/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IPE;RESIDENCIA;;1;15;Feminino;Branca
664046;21/11/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BENTO GONCALVES;RESIDENCIA;Borgo;1;16;Feminino;Parda
664057;21/11/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;;1;3;Feminino;Branca
664180;21/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;;1;11;Feminino;Branca
664199;21/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;OUTROS;Vila Augusta;1;11;Feminino;Preta
664289;21/11/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TRES PASSOS;RESIDENCIA;Centro;1;14;Feminino;Branca
664384;21/11/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;Salgado Filho;1;7;Feminino;Branca
664627;22/11/2024;03:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAPEJARA;RESIDENCIA;Centro;1;13;Feminino;Parda
664844;22/11/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA ROSA;RESIDENCIA;Central;1;5;Feminino;Branca
664868;22/11/2024;08:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SARANDI;OUTROS;Jardim Cruzeiro;1;8;Feminino;Parda
664888;22/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;RONDA ALTA;RESIDENCIA;Centro;1;16;Feminino;IndÌgena
664995;22/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRINHA;RESIDENCIA;Jardim do Bosque;1;14;Feminino;Branca
665010;22/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DO LEAO;RESIDENCIA;;2;9;Feminino;Parda
665609;22/11/2024;14:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;URUGUAIANA;METRO/RODOVIARIA;Cabo LuÌs Quevedo;1;12;Feminino;Branca
665983;22/11/2024;17:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROSARIO DO SUL;OUTROS;;0;;;
666047;22/11/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROSARIO DO SUL;OUTROS;;0;;;
666106;22/11/2024;18:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA ARACA;RESIDENCIA;Vila Zucchetti;1;7;Feminino;Parda
666454;22/11/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;OUTROS;Canudos;2;13;Masculino;Branca
666965;23/11/2024;07:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Maria Regina;1;14;Feminino;Branca
667013;23/11/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JULIO DE CASTILHOS;RESIDENCIA;Maria de Jesus;1;2;Feminino;Branca
667112;23/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Rubem Berta;1;17;Feminino;Branca
667182;23/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPUCAIA DO SUL;RESIDENCIA;S„o Jorge;1;15;Feminino;Parda
667198;23/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA SANTA RITA;RESIDENCIA;BERTO CÕRIO;1;5;Feminino;Branca
667290;23/11/2024;10:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DA CANOA;OUTROS;Zona Nova;0;;;
667406;23/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CRUZEIRO DO SUL;RESIDENCIA;Glucostark;1;11;Feminino;Branca
667410;23/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Camaqu„;2;5;Masculino;Branca
667574;23/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTEIO;RESIDENCIA;Novo Esteio;1;2;Feminino;Branca
667584;23/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PANAMBI;RESIDENCIA;Pav„o;1;11;Feminino;Branca
668056;23/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CRUZ ALTA;RESIDENCIA;Ch·caras do Sul;3;19;Feminino;Preta
668090;23/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ELDORADO DO SUL;RESIDENCIA;Centro;1;8;Feminino;Parda
668471;23/11/2024;23:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Marechal Rondon;1;4;Masculino;Branca
668581;24/11/2024;00:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;OUTROS;Jardim Carvalho;1;12;Feminino;Amarela
668633;24/11/2024;01:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPELA DE SANTANA;RESIDENCIA;;1;12;Feminino;Parda
669064;24/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ENCANTADO;RESIDENCIA;Centro;1;13;Feminino;Branca
669081;24/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO FRANCISCO DE PAULA;RESIDENCIA;Aratinga;2;5;Feminino;Preta
669442;24/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;FORTALEZA DOS VALOS;RESIDENCIA;interior;1;11;Feminino;Branca
669501;24/11/2024;15:37:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;OUTROS;Parque Itacolomi;1;17;Feminino;Branca
669723;24/11/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;RESIDENCIA;Vila Cruzeiro;1;2;Feminino;Branca
669846;24/11/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CRISSIUMAL;RESIDENCIA;interior;1;13;Feminino;Sem informaÁ„o
670322;24/11/2024;23:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Aparecida;1;4;Feminino;Branca
670375;25/11/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA PETROPOLIS;OUTROS;;1;8;Feminino;Branca
670453;25/11/2024;01:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CERRO GRANDE;OUTROS;;1;6;Feminino;Branca
670702;25/11/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;RenascenÁa;1;5;Masculino;Parda
670849;25/11/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;OUTROS;Vila Vera Cruz;1;8;Masculino;Branca
670985;25/11/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DO LEAO;RESIDENCIA;Jardim AmÈrica;1;37;Feminino;Branca
671586;25/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROSARIO DO SUL;OUTROS;;1;12;Feminino;Preta
671596;25/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Santa Tereza;1;13;Feminino;Parda
671610;25/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DA CANOA;OUTROS;Zona Nova;0;;;
671707;25/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PEDRO OSORIO;RESIDENCIA;;0;;;
671716;25/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SERAFINA CORREA;OUTROS;;1;3;Feminino;Branca
671956;25/11/2024;16:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACIQUE DOBLE;RESIDENCIA;;1;12;Feminino;IndÌgena
671998;25/11/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DO LEAO;RESIDENCIA;;1;9;Feminino;Parda
672485;25/11/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Vila Joao Pessoa;1;13;Feminino;Parda
672908;26/11/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Rinc„o da Madalena;1;4;Feminino;Branca
673006;26/11/2024;08:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Bom Jesus;1;11;Masculino;Branca
673504;26/11/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;VIA PUBLICA;EspÌrito Santo;1;6;Feminino;Branca
673605;26/11/2024;13:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;Vila Diehl;0;;;
673618;26/11/2024;13:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANTONIO DA PATRULHA;RESIDENCIA;V·rzea;1;20;Feminino;Branca
673730;26/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Vila Cledi;2;35;Feminino;Sem informaÁ„o
673761;26/11/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GUAIBA;RESIDENCIA;Santa Rita;1;12;Feminino;Parda
673808;26/11/2024;14:22:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA PRATA;RESIDENCIA;INTERIOR;1;8;Feminino;Branca
673917;26/11/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO GABRIEL;OUTROS;Zona Industrial;1;13;Feminino;Preta
673970;26/11/2024;15:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IVOTI;RESIDENCIA;BrasÌlia;1;15;Feminino;Branca
