SequÍncia;Data Fato;Hora Fato;Grupo Fato;Tipo Enquadramento;Tipo Fato;Municipio Fato;Local Fato;Bairro;Quantidade VÌtimas;Idade VÌtima;Sexo VÌtima;Cor VÌtima
4;01/01/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;Cristal;1;8;Feminino;Parda
9;01/01/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IBIRUBA;RESIDENCIA;;1;16;Feminino;Parda
20;01/01/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRINHA;RESIDENCIA;Vila da Paz;5;17;Feminino;Parda
35;01/01/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;HERVAL;RESIDENCIA;Presidente Jango;1;12;Feminino;Parda
56;01/01/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GENERAL CAMARA;OUTROS;;1;13;Feminino;Branca
204;01/01/2024;01:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTEIO;OUTROS;S„o JosÈ;1;13;Feminino;Branca
205;01/01/2024;01:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTEIO;OUTROS;S„o JosÈ;1;13;Feminino;Branca
274;01/01/2024;01:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ARAMBARE;OUTROS;;1;12;Feminino;Branca
569;01/01/2024;04:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;RESIDENCIA;;1;10;Feminino;Parda
719;01/01/2024;06:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;RESIDENCIA;Santos Dumont;1;13;Feminino;Branca
763;01/01/2024;06:42:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;VIA PUBLICA;Nossa Senhora Medianeira;1;35;Feminino;Branca
858;01/01/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Jardim Algarve;1;7;Feminino;Branca
988;01/01/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANGELO;RESIDENCIA;;1;13;Feminino;Parda
1095;01/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;RESIDENCIA;;0;;;
1176;01/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Auxiliadora;1;13;Feminino;Branca
1203;01/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Maria Regina;1;13;Feminino;Parda
1539;01/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VICTOR GRAEFF;RESIDENCIA;;1;5;Masculino;Branca
1611;01/01/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Parque Florido;1;8;Feminino;Branca
1662;01/01/2024;15:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALEGRETE;RESIDENCIA;vila nova;0;;;
1731;01/01/2024;16:22:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;RIO GRANDE;HOSPITAIS/CLINICAS;Centro;1;4;Feminino;Sem informaÁ„o
1802;01/01/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO FRANCISCO DE PAULA;RESIDENCIA;SERRA VELHA;1;3;Feminino;Branca
1894;01/01/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BOQUEIRAO DO LEAO;RESIDENCIA;;1;11;Feminino;Branca
1900;01/01/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO MARCOS;RESIDENCIA;Capela S„o Luis;1;12;Feminino;Branca
1981;01/01/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA VITORIA DO PALMAR;RESIDENCIA;Donatos;3;11;Masculino;Branca
2241;01/01/2024;21:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;HOSPITAIS/CLINICAS;Centro;1;3;Feminino;Branca
2284;01/01/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;Lorenzi;1;12;Feminino;Parda
2464;02/01/2024;00:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JAGUARAO;RESIDENCIA;centro;1;13;Feminino;Branca
2475;02/01/2024;01:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;MARAU;RESIDENCIA;INTERIOR;1;13;Feminino;Branca
2518;02/01/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;DOIS IRMAOS;RESIDENCIA;Loteamento Cascata Sao Miguel;1;5;Masculino;Parda
2688;02/01/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;Guarani;1;3;Masculino;Branca
2834;02/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ITAQUI;RESIDENCIA;Cafifas;1;12;Feminino;Branca
2836;02/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JACUIZINHO;RESIDENCIA;Interior;1;11;Masculino;Branca
2851;02/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;DONA FRANCISCA;OUTROS;Cohab;1;16;Feminino;Branca
3056;02/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRA DO SUL;RESIDENCIA;Santo Antonio;1;14;Feminino;Branca
3488;02/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPUCAIA DO SUL;RESIDENCIA;Parque Joel;0;;;
3882;02/01/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;Parque Indio Jari;1;13;Feminino;Branca
4271;02/01/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PANTANO GRANDE;RESIDENCIA;Vila Valderi;1;6;Masculino;Parda
4505;03/01/2024;00:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;VIA PUBLICA;Centro HistÛrico;1;11;Feminino;Branca
4879;03/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;FREDERICO WESTPHALEN;RESIDENCIA;;1;3;Feminino;Branca
4989;03/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TORRES;OUTROS;Centro;0;;;
5038;03/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;MINAS DO LEAO;RESIDENCIA;Recreio;1;2;Masculino;Branca
5122;03/01/2024;10:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;INDEPENDENCIA;RESIDENCIA;INTERIOR;1;3;Feminino;Branca
5502;03/01/2024;13:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAPEJARA;RESIDENCIA;;1;8;Feminino;Branca
5685;03/01/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;VIA PUBLICA;Formoza;1;5;Masculino;Branca
6544;03/01/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;Rinc„o;1;4;Feminino;Branca
7249;04/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BALNEARIO PINHAL;RESIDENCIA;Balne·rio Pinhal;1;16;Feminino;Branca
7453;04/01/2024;11:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JAGUARAO;RESIDENCIA;Vila branca;1;12;Feminino;Branca
7757;04/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PAROBE;OUTROS;;1;8;Feminino;Branca
8022;04/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;LAJEADO;OUTROS;Jardim do Cedro;1;13;Feminino;Parda
9256;05/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAMPO NOVO;RESIDENCIA;interior;1;11;Feminino;Branca
9269;05/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TORRES;OUTROS;V;1;5;Feminino;Branca
9475;05/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO JERONIMO;OUTROS;S„o Francisco;3;17;Feminino;Sem informaÁ„o
9486;05/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CACHOEIRA DO SUL;RESIDENCIA;Tibirica;2;6;Feminino;Branca
9730;05/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CIDREIRA;VIA PUBLICA;CIDREIRA;2;36;Feminino;Parda
9756;05/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA PETROPOLIS;OUTROS;;1;11;Feminino;Sem informaÁ„o
9875;05/01/2024;13:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;Jardim Krahe;1;9;Feminino;Branca
10004;05/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Farrapos;1;4;Feminino;Sem informaÁ„o
10130;05/01/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Vila Princesa;1;6;Feminino;Branca
10177;05/01/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA SANTA RITA;RESIDENCIA;Pedras Brancas;1;3;Masculino;Branca
10232;05/01/2024;15:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;NeÛpolis;3;10;Feminino;Preta
10321;05/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO SEBASTIAO DO CAI;RESIDENCIA;S„o Martin;1;13;Masculino;Branca
10408;05/01/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SELBACH;RESIDENCIA;;1;4;Feminino;Branca
10418;05/01/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Centro;1;12;Feminino;Branca
10422;05/01/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IJUI;RESIDENCIA;Luiz Fogliato;1;25;Feminino;Branca
10828;05/01/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAMADO;RESIDENCIA;Vila Olimpica;2;5;Masculino;Branca
11046;05/01/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;AGUDO;RESIDENCIA;;1;31;Feminino;Branca
11308;06/01/2024;01:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;RIO PARDO;RESIDENCIA;interior;1;13;Feminino;Branca
11336;06/01/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Fragata;1;26;Feminino;Branca
11479;06/01/2024;05:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;OUTROS;S„o Luiz Gonzaga;1;16;Feminino;Branca
11783;06/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Vila Imperial;1;13;Feminino;Branca
11877;06/01/2024;11:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SARANDI;RESIDENCIA;;1;4;Feminino;Branca
12133;06/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;VIA PUBLICA;Cadiz;1;8;Feminino;Branca
12351;06/01/2024;15:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA SANTA RITA;RESIDENCIA;Berto cirio;1;8;Feminino;Branca
12387;06/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;VIA PUBLICA;Campina;1;12;Masculino;Branca
12619;06/01/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Sarandi;1;11;Feminino;Branca
12849;06/01/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SARANDI;RESIDENCIA;Sassi;1;3;Feminino;Branca
12862;06/01/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO JERONIMO;RESIDENCIA;Passo de Areia;1;9;Feminino;Preta
13169;06/01/2024;23:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;ChapÈu Do Sol;1;14;Feminino;Branca
13525;07/01/2024;03:36:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Harmonia;1;1;Feminino;Branca
13619;07/01/2024;05:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Morro Santana;1;34;Feminino;Parda
14020;07/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;Jardim Krahe;1;7;Masculino;Preta
14045;07/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO MARCOS;RESIDENCIA;Henrique Pante;1;6;Feminino;Branca
14896;07/01/2024;20:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;EREBANGO;RESIDENCIA;EsperanÁa;1;6;Feminino;Parda
15070;07/01/2024;22:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;NeÛpolis;2;41;Feminino;Branca
15125;07/01/2024;22:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO BORJA;RESIDENCIA;ItacherÍ;1;13;Feminino;Branca
15637;08/01/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;RenascenÁa;1;9;Feminino;Parda
15638;08/01/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;RESIDENCIA;RenascenÁa;0;;;
15723;08/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTRELA;RESIDENCIA;Boa Uni„o;1;13;Feminino;Branca
15847;08/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;RESIDENCIA;Nossa Senhora Aparecida;1;15;Feminino;Branca
15863;08/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TUPANCIRETA;OUTROS;;0;;;
15940;08/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ELDORADO DO SUL;OUTROS;centro;3;14;Masculino;Parda
16101;08/01/2024;11:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;OUTROS;Passo D'areia;2;10;Masculino;Branca
16198;08/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Nossa Senhora das Gracas;0;;;
16246;08/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TORRES;OUTROS;;1;9;Feminino;Branca
16264;08/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Vila Ipiranga;1;5;Feminino;Parda
16340;08/01/2024;12:44:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ELDORADO DO SUL;OUTROS;Ch·cara;1;3;Feminino;Preta
16500;08/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PAROBE;RESIDENCIA;S„o JosÈ;1;6;Masculino;Branca
16693;08/01/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;RESIDENCIA;Bela Vista;1;4;Feminino;Branca
16838;08/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;;1;9;Feminino;Branca
17091;08/01/2024;18:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;OUTROS;Tijuca;1;13;Feminino;Preta
17413;08/01/2024;20:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTANA DO LIVRAMENTO;RESIDENCIA;Tabatinga;1;7;Masculino;Branca
17653;09/01/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SALTO DO JACUI;OUTROS;Port„o;1;13;Feminino;Parda
17926;09/01/2024;08:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;GRAVATAI;RESIDENCIA;Rinc„o da Madalena;0;;;
18110;09/01/2024;09:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ELDORADO DO SUL;OUTROS;Centro;1;14;Feminino;Branca
18177;09/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ELDORADO DO SUL;OUTROS;Centro;1;14;Feminino;Branca
18246;09/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROSARIO DO SUL;VIA PUBLICA;Centro;1;5;Feminino;Branca
18326;09/01/2024;10:50:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;URUGUAIANA;RESIDENCIA;;0;;;
18486;09/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO BORJA;OUTROS;;1;21;Feminino;Branca
18511;09/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;Interior;1;16;Feminino;Sem informaÁ„o
18544;09/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Lomba do Pinheiro;1;13;Feminino;Branca
18746;09/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;URUGUAIANA;OUTROS;Santana;1;12;Feminino;Branca
19096;09/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;RESIDENCIA;VERA CRUZ;1;8;Feminino;Branca
19285;09/01/2024;17:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TRES CACHOEIRAS;RESIDENCIA;Pontal;1;12;Feminino;Branca
19602;09/01/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Policia Federal;1;11;Feminino;Branca
19855;09/01/2024;23:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;OUTROS;Lami;1;6;Feminino;Branca
20007;10/01/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ITAQUI;RESIDENCIA;Ch·cara;1;12;Feminino;Branca
20518;10/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAQUARI;RESIDENCIA;Centro;2;19;Masculino;Branca
20592;10/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;RESIDENCIA;Liberdade;1;10;Feminino;Branca
20899;10/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Restinga;1;12;Feminino;Parda
21128;10/01/2024;13:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;RELVADO;RESIDENCIA;Interior;1;6;Feminino;Branca
21205;10/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANGELO;OUTROS;OLIVEIRA;1;11;Feminino;Branca
21206;10/01/2024;14:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;IBIRAIARAS;RESIDENCIA;Santo Isidro;1;13;Feminino;Branca
21359;10/01/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ROCA SALES;RESIDENCIA;L. Sete de Setembro;1;7;Feminino;Parda
21477;10/01/2024;15:45:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO FRANCISCO DE PAULA;RESIDENCIA;LAJEADO GRANDE;1;17;Feminino;Branca
21620;10/01/2024;16:43:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;OUTROS;Noal;1;14;Feminino;Parda
21638;10/01/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;ChapÈu Do Sol;1;9;Feminino;Branca
21718;10/01/2024;17:25:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;OSORIO;RESIDENCIA;Mari·polis, At. Sul;1;12;Feminino;Branca
21732;10/01/2024;17:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CRUZ ALTA;RESIDENCIA;Do Sol;1;6;Feminino;Parda
21952;10/01/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;COHAB Guabiroba;2;4;Masculino;Branca
22071;10/01/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PELOTAS;RESIDENCIA;Porto;2;13;Masculino;Sem informaÁ„o
22175;10/01/2024;21:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA MARIA;OUTROS;;1;11;Feminino;Preta
22398;10/01/2024;23:55:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAPUCAIA DO SUL;OUTROS;Vargas;1;13;Feminino;Preta
22411;11/01/2024;00:01:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Maria Regina;1;8;Feminino;Branca
22417;11/01/2024;00:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Mario Quintana;1;13;Feminino;Branca
22445;11/01/2024;01:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ERECHIM;RESIDENCIA;Centro;1;6;Feminino;Parda
22482;11/01/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Bom Jesus;1;2;Feminino;Branca
22818;11/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;LAGOAO;RESIDENCIA;;1;14;Masculino;Branca
22820;11/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;RIO GRANDE;RESIDENCIA;Parque Residencial Sao Pedro;2;3;Feminino;Branca
23278;11/01/2024;12:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Guajuviras;2;5;Feminino;Branca
23871;11/01/2024;17:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Aparecida;1;14;Feminino;Branca
24295;11/01/2024;20:25:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAXIAS DO SUL;RESIDENCIA;Pio X;1;12;Feminino;Branca
24583;12/01/2024;00:10:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CERRO GRANDE DO SUL;RESIDENCIA;;1;9;Masculino;Branca
25017;12/01/2024;09:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CAPAO DA CANOA;RESIDENCIA;;1;10;Masculino;Branca
25117;12/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO LEOPOLDO;RESIDENCIA;Scharlau;1;12;Feminino;Branca
25460;12/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CANOAS;RESIDENCIA;Est‚ncia Velha;1;14;Masculino;Branca
25471;12/01/2024;12:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO JOAO DO POLESINE;RESIDENCIA;Centro;1;11;Feminino;Branca
25857;12/01/2024;14:15:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTA CRUZ DO SUL;RESIDENCIA;M„e de Deus;1;13;Feminino;Parda
25977;12/01/2024;15:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SAO JOSE DO SUL;RESIDENCIA;;1;14;Feminino;Branca
26096;12/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Ipanema;1;8;Feminino;Branca
26110;12/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;TAPERA;OUTROS;PompÈia;1;13;Feminino;Amarela
26144;12/01/2024;16:17:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Jardim Algarve;0;;;
26146;12/01/2024;16:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ITAARA;RESIDENCIA;PQ SERRANO II;0;;;
26529;12/01/2024;19:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESPERANCA DO SUL;OUTROS;;1;5;Feminino;Branca
26594;12/01/2024;20:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;SANTO ANGELO;RESIDENCIA;Dytz;2;12;Feminino;Branca
27004;13/01/2024;00:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PAROBE;RESIDENCIA;GUARANI;1;10;Feminino;Branca
27077;13/01/2024;01:20:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;CHARQUEADAS;OUTROS;ColÙnia Penal;1;14;Feminino;Branca
27104;13/01/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ALVORADA;RESIDENCIA;Aparecida;1;9;Feminino;Branca
27118;13/01/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VACARIA;RESIDENCIA;GlÛria;1;13;Feminino;Branca
27171;13/01/2024;03:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVO HAMBURGO;OUTROS;RondÙnia;1;11;Feminino;Branca
27217;13/01/2024;04:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;camaqu„;1;12;Feminino;Branca
27521;13/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PASSO FUNDO;RESIDENCIA;;1;8;Feminino;Branca
27541;13/01/2024;10:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;VIAMAO;OUTROS;Santo Onofre;1;9;Feminino;Preta
27832;13/01/2024;13:40:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;BAGE;RESIDENCIA;Floresta;1;7;Feminino;Branca
28107;13/01/2024;16:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;POUSO NOVO;OUTROS;;0;;;
28383;13/01/2024;19:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;PORTO ALEGRE;RESIDENCIA;Bom Jesus;1;7;Feminino;Branca
28468;13/01/2024;19:30:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;NOVA SANTA RITA;VIA PUBLICA;CalifÛrnia;1;11;Feminino;Parda
28860;13/01/2024;23:10:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;JULIO DE CASTILHOS;OUTROS;Tancredo Neves;3;34;Feminino;Branca
29091;14/01/2024;01:35:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTANCIA VELHA;RESIDENCIA;Campo Grande;2;42;Feminino;Branca
29120;14/01/2024;02:00:00;CRIMES;ESTUPRO DE VULNERAVEL;Consumado;ESTEIO;RESIDENCIA;Tres Marias;1;30;Feminino;Branca
